"gml_id","roof_flat","roof_var","prob_flat","prob_not_flat","label"
"b31bd3857-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.596205490196078,3.23122263646505e-18,1,"Not flat"
"b31bbff4f-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.639011947181839,2.40005910312044e-21,1,"Not flat"
"b31c59cdc-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.0455530779765772,0.954969389538876,0.0450306104611237,"Flat"
"b31e1d770-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.0245988636363636,0.947552552719242,0.0524474472807576,"Flat"
"b31e1b055-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.0405712651567147,0.953834266550148,0.0461657334498516,"Flat"
"b31e1feb4-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.0530416101311624,0.956036745027941,0.0439632549720587,"Flat"
"b11282799-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.668038572979432,1.32315839164096e-23,1,"Not flat"
"b112827a3-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.847295348106024,5.30037125950499e-40,1,"Not flat"
"b31c59cdf-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.0317939903846154,0.950923542487946,0.0490764575120543,"Flat"
"b31e18906-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.0128012429378531,0.939657483236782,0.0603425167632178,"Flat"
"b31bc9c41-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.93639219123506,1.01380638992778e-49,1,"Not flat"
"b31bdd42d-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.690316530691531,2.05662567113819e-25,1,"Not flat"
"b31be49e1-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.0116852869451302,0.938730503587381,0.0612694964126195,"Flat"
"b31bc9c3c-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.444378839372568,4.6722957583507e-09,0.999999995327704,"Not flat"
"b31bbff54-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.736588003369223,2.23316795317244e-29,1,"Not flat"
"b31bcc29d-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.447393380146579,3.28911809539526e-09,0.999999996710882,"Not flat"
"b31e1feb7-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.000894253246753247,0.927766669912692,0.0722333300873077,"Flat"
"b31bbff68-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.144744416809605,0.882158723947906,0.117841276052094,"Flat"
"b112715fe-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.982832846121015,3.36901141634866e-55,1,"Not flat"
"b31bbff4a-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.630401939094222,1.06887054011018e-20,1,"Not flat"
"b31c59cd7-00ba-11e6-b420-2bdcc4ab5d7f","Flat",0.0287006993006993,0.949592054390075,0.050407945609925,"Flat"
"b31bc9c58-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.183131423113658,0.692619474439569,0.307380525560431,"Flat"
"b1127160e-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.788061301595636,4.06451913590447e-34,1,"Not flat"
"b31e1b05a-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.0361936550632911,0.952535385414099,0.0474646145859005,"Flat"
"b31bd5f6c-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",1.35112097079391,1.15590736313976e-108,1,"Not flat"
"b31bdfb84-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.598322691862301,2.29218968301858e-18,1,"Not flat"
"b31bbd926-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.130383286835222,0.912758914898465,0.0872410851015354,"Flat"
"b31bc26a3-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.667452703408646,1.47330373596748e-23,1,"Not flat"
"b31bc268a-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",0.720029085603113,6.30743552304289e-28,1,"Not flat"
"b112827b2-00ba-11e6-b420-2bdcc4ab5d7f","Not flat",1.77342130798138,7.20639807230031e-192,1,"Not flat"
"G0503.032e68eff7dc49cce0532ee22091b28c","Flat",0.00967325215810995,0.936969362710919,0.0630306372890805,"Flat"
"G0503.032e68eff87049cce0532ee22091b28c","Flat",0.144425059206631,0.883000389400488,0.116999610599512,"Flat"
"G0503.032e68eff8a949cce0532ee22091b28c","Flat",0.0326301212867502,0.951254679483432,0.0487453205165684,"Flat"
"G0503.032e68effec849cce0532ee22091b28c","Flat",0.0621866378690783,0.956358579408821,0.0436414205911793,"Flat"
"G0503.032e68efffc549cce0532ee22091b28c","Flat",0.0128852578361982,0.939725874837318,0.0602741251626824,"Flat"
"G0503.032e68efffc749cce0532ee22091b28c","Flat",0.013724010368307,0.940398135635926,0.0596018643640736,"Flat"
"G0503.032e68efffc949cce0532ee22091b28c","Flat",0.0941271493857202,0.948620048030579,0.0513799519694213,"Flat"
"G0503.032e68efffcb49cce0532ee22091b28c","Flat",0.00941099914109702,0.936731023963719,0.0632689760362812,"Flat"
"G0503.032e68efffcc49cce0532ee22091b28c","Flat",0.68557,5.05734332566861e-25,1,"Not flat"
"G0503.032e68efffd049cce0532ee22091b28c","Flat",0.385248549382716,2.62313980668962e-06,0.999997376860193,"Not flat"
"G0503.032e68efffd249cce0532ee22091b28c","Flat",0.311760411654638,0.00156940527079042,0.99843059472921,"Not flat"
"G0503.032e68efffd349cce0532ee22091b28c","Not flat",0.12137624831309,0.925942058073677,0.0740579419263232,"Flat"
"G0503.032e68efffd449cce0532ee22091b28c","Not flat",0.817276170510133,5.80947519723003e-37,1,"Not flat"
"G0503.032e68efffd549cce0532ee22091b28c","Not flat",0.28265487804878,0.0124507745180092,0.987549225481991,"Not flat"
"G0503.032e68efffd849cce0532ee22091b28c","Not flat",0.0941490927419355,0.948609145696193,0.0513908543038073,"Flat"
"G0503.032e68efffd949cce0532ee22091b28c","Not flat",0.706621449275362,8.8778351377512e-27,1,"Not flat"
"G0503.032e68efffda49cce0532ee22091b28c","Not flat",0.405227443609023,3.47697569462527e-07,0.99999965230243,"Not flat"
"G0503.032e68efffde49cce0532ee22091b28c","Not flat",0.80121763425254,2.19652395233525e-35,1,"Not flat"
"G0503.032e68f0011849cce0532ee22091b28c","Flat",0.0220125784695913,0.946093705301605,0.0539062946983951,"Flat"
"G0503.032e68f0011949cce0532ee22091b28c","Flat",0.0312616522074417,0.950706451583606,0.0492935484163935,"Flat"
"G0503.032e68f0011b49cce0532ee22091b28c","Flat",0.0225486213136489,0.94640760132254,0.0535923986774604,"Flat"
"G0503.032e68f0011c49cce0532ee22091b28c","Flat",0.0260174416811259,0.948294758227986,0.0517052417720141,"Flat"
"G0503.032e68f0011d49cce0532ee22091b28c","Not flat",0.398094615384615,7.25334548672839e-07,0.999999274665451,"Not flat"
"G0503.032e68f0011e49cce0532ee22091b28c","Not flat",1.06112904989747,4.47233689998315e-65,1,"Not flat"
"G0503.032e68f0011f49cce0532ee22091b28c","Not flat",0.150935880398671,0.864067065514226,0.135932934485774,"Flat"
"G0503.032e68f0012049cce0532ee22091b28c","Not flat",1.03932659649123,3.03165069430299e-62,1,"Not flat"
"G0503.032e68f0012149cce0532ee22091b28c","Not flat",0.0984588235294117,0.946281847502129,0.0537181524978707,"Flat"
"G0503.032e68f0012249cce0532ee22091b28c","Not flat",1.13630664160401,2.57136604992566e-75,1,"Not flat"
"G0503.032e68f0012549cce0532ee22091b28c","Not flat",1.1136273245614,3.78043433666685e-72,1,"Not flat"
"G0503.032e68f0012749cce0532ee22091b28c","Not flat",0.438735776942356,8.94758266591162e-09,0.999999991052417,"Not flat"
"G0503.032e68f0012849cce0532ee22091b28c","Not flat",0.48194609929078,4.83660349955618e-11,0.999999999951634,"Not flat"
"G0503.032e68f0012949cce0532ee22091b28c","Not flat",0.0923675889328063,0.9494644681149,0.0505355318850996,"Flat"
"G0503.032e68f0012a49cce0532ee22091b28c","Flat",0.0410829297067546,0.95396726695358,0.0460327330464195,"Flat"
"G0503.032e68f0012b49cce0532ee22091b28c","Not flat",0.410766628959276,1.94360517815121e-07,0.999999805639482,"Not flat"
"G0503.032e68f0012c49cce0532ee22091b28c","Not flat",0.128796753246753,0.915363653904584,0.0846363460954158,"Flat"
"G0503.032e68f0012d49cce0532ee22091b28c","Not flat",1.02008235499651,8.48818965089965e-60,1,"Not flat"
"G0503.032e68f0013249cce0532ee22091b28c","Not flat",0.847141616161616,5.49762106611766e-40,1,"Not flat"
"G0503.032e68f0013449cce0532ee22091b28c","Not flat",0.430809288824383,2.19283610034493e-08,0.999999978071639,"Not flat"
"G0503.032e68f0013549cce0532ee22091b28c","Not flat",0.392923724489796,1.22423802806394e-06,0.999998775761972,"Not flat"
"G0503.032e68f0275749cce0532ee22091b28c","Not flat",0.0221077959183673,0.946149912102829,0.0538500878971712,"Flat"
"G0503.032e68f0275849cce0532ee22091b28c","Flat",0.269708137408568,0.0284833862184175,0.971516613781583,"Not flat"
"G0503.032e68f0275b49cce0532ee22091b28c","Flat",0.0871715316760225,0.951631364238165,0.0483686357618346,"Flat"
"G0503.032e68f0275c49cce0532ee22091b28c","Flat",0.267665356820235,0.0322639833559934,0.967736016644007,"Not flat"
"G0503.032e68f0275d49cce0532ee22091b28c","Not flat",0.0801633725490195,0.953849219389132,0.0461507806108679,"Flat"
"G0503.032e68f0275e49cce0532ee22091b28c","Not flat",0.104845960784314,0.9420888581233,0.0579111418767004,"Flat"
"G0503.032e68f0275f49cce0532ee22091b28c","Not flat",0.171047798742138,0.775275264623176,0.224724735376824,"Flat"
"G0503.032e68f0276049cce0532ee22091b28c","Not flat",0.599928360655738,1.76510205777223e-18,1,"Not flat"
"G0503.032e68f0276149cce0532ee22091b28c","Not flat",0.40504779265873,3.54263627649476e-07,0.999999645736372,"Not flat"
"G0503.032e68f0276249cce0532ee22091b28c","Not flat",0.0674933612858141,0.956060267141355,0.0439397328586454,"Flat"
"G0503.032e68f0276349cce0532ee22091b28c","Not flat",0.0129792857142857,0.939802188340915,0.0601978116590847,"Flat"
"G0503.032e68f0276449cce0532ee22091b28c","Not flat",0.964225471698113,5.70854238661079e-53,1,"Not flat"
"G0503.032e68f0276549cce0532ee22091b28c","Not flat",0.704677009084556,1.29689076042469e-26,1,"Not flat"
"G0503.032e68f0276649cce0532ee22091b28c","Not flat",0.975720659407139,2.42577982428911e-54,1,"Not flat"
"G0503.032e68f0276749cce0532ee22091b28c","Not flat",0.824409960784314,1.1283844579495e-37,1,"Not flat"
"G0503.032e68f0276849cce0532ee22091b28c","Not flat",0.0767501587301587,0.954662066150129,0.045337933849871,"Flat"
